date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"December 1, 2016",California,Huntington Beach,9000 block of Litchfield Drive,1,0,http://www.gunviolencearchive.org/incident/717736,http://abc7.com/news/oc-woman-found-dead-in-home-possible-homicide-suspect-sought/1638438/
"December 1, 2016",California,Clearlake Oaks,N/A,1,3,http://www.gunviolencearchive.org/incident/716001,http://www.pressdemocrat.com/news/6384843-181/lake-county-shooting-attack-takes?artslide=0
"December 1, 2016",Pennsylvania,Farrell,1200 block of Dakota Street,0,0,http://www.gunviolencearchive.org/incident/716476,http://wkbn.com/2016/12/01/farrell-police-seeking-information-on-overnight-shooting/
"December 1, 2016",Georgia,Cumming,6190 Parkway North Drive,0,0,http://www.gunviolencearchive.org/incident/720171,http://www.ajc.com/news/crime--law/burglars-drive-car-through-building-steal-guns/2sfskxAMJkUT0OUnonA75I/
"December 1, 2016",Alabama,Athens,Elkton Road,0,0,http://www.gunviolencearchive.org/incident/716499,http://www.enewscourier.com/news/local_news/limestone-man-reports-armed-robbery-in-home/article_b44471b6-b7e9-11e6-b020-87867793fcd4.html
"December 1, 2016",New York,Massena,N/A,0,0,http://www.gunviolencearchive.org/incident/717325,http://www.watertowndailytimes.com/dco/massena-man-accused-of-illegally-possessing-weapon-20161202
"December 1, 2016",Florida,Jacksonville,291 Mill St W,0,0,http://www.gunviolencearchive.org/incident/765679,http://www.news4jax.com/news/police-baldwin-basketball-coach-arrested-after-bringing-gun-to-school
"December 1, 2016",Minnesota,Saint Cloud,235 18th Avenue North,0,0,http://www.gunviolencearchive.org/incident/718348,http://wjon.com/man-arrested-after-raid-of-north-st-cloud-home/
"December 1, 2016",Pennsylvania,Philadelphia,3200 block of North Sheridan Street,0,2,http://www.gunviolencearchive.org/incident/717341,http://www.philly.com/philly/news/20161202_Two_shot_in_North_Philly.html
"December 1, 2016",Kansas,Olathe,21300 College Blvd,0,0,http://www.gunviolencearchive.org/incident/716541,http://www.kmbc.com/article/olathe-northwest-high-school-placed-on-lockdown/8404661
"December 1, 2016",Ohio,Cincinnati,3200 Block of Wolseley Lane,0,1,http://www.gunviolencearchive.org/incident/717344,http://www.wlwt.com/article/1-shot-thursday-evening-in-avondale/8424560
"December 1, 2016",Pennsylvania,Allentown,709 West Emmaus Avenue,0,0,http://www.gunviolencearchive.org/incident/716531,http://www.mcall.com/news/local/police/
"December 1, 2016",Ohio,Dayton,2036 Catalpa Dr,1,0,http://www.gunviolencearchive.org/incident/716194,http://wdtn.com/2016/12/01/coroner-police-respond-to-dayton-apartment-shooting/
"December 1, 2016",Rhode Island,Pawtucket,2 Benefit St,0,1,http://www.gunviolencearchive.org/incident/716649,http://www.abc6.com/story/34239689/pawtucket-police-bust-three-in-connection-to-december-shooting
