date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"August 1, 2016",Indiana,Indianapolis,5500 block of Manker Street,0,1,http://www.gunviolencearchive.org/incident/618562,http://wishtv.com/2016/08/01/impd-officer-shoots-suspect-on-south-side/
"August 1, 2016",Indiana,Indianapolis,3700 block of N. Chester Avenue,1,0,http://www.gunviolencearchive.org/incident/618787,http://fox59.com/2016/08/02/2-murders-in-2-days-highlights-need-for-change-on-east-side/
"August 1, 2016",Minnesota,Minneapolis,2900 block of Columbus Avenue S.,0,1,http://www.gunviolencearchive.org/incident/622958,http://www.startribune.com/minneapolis-police-on-hunt-for-suspects-who-carjacked-shot-paraplegic-man/389324101/
"August 1, 2016",New Jersey,West New York,N/A,0,0,http://www.gunviolencearchive.org/incident/620607,http://www.nj.com/hudson/index.ssf/2016/08/nj_man_charged_with_pointing_gun_at_mans_face_and.html#incart_river_index
"August 1, 2016",Florida,Saint Petersburg (St Petersburg),25th Avenue North and 26th Street,0,2,http://www.gunviolencearchive.org/incident/620615,http://wfla.com/2016/08/03/video-suspects-assault-elderly-st-pete-couple-during-home-invasion/
"August 1, 2016",Maryland,Baltimore,1600 block of Abbotston Street,0,2,http://www.gunviolencearchive.org/incident/619628,http://www.baltimoresun.com/news/maryland/crime/bs-md-ci-shooting-20160802-story.html
"August 1, 2016",Michigan,Rochester (Rochester Hills),1400 block of Tienken Cour,0,0,http://www.gunviolencearchive.org/incident/624621,http://www.theoaklandpress.com/general-news/20160805/gunshot-fired-near-infant-after-fight-in-rochester-hills-apartment
"August 1, 2016",Florida,Orlando,2803 West Arlington Street,0,0,http://www.gunviolencearchive.org/incident/618595,http://www1.cityoforlando.net/opd/activecalls/
"August 1, 2016",Illinois,Manhattan,100 block of West North Street,0,0,http://www.gunviolencearchive.org/incident/619658,http://www.chicagotribune.com/suburbs/daily-southtown/news/ct-gun-shop-break-in-0802-20160801-story.html
"August 1, 2016",North Carolina,Asheville,Walnet Tree Ridge,0,0,http://www.gunviolencearchive.org/incident/827270,http://www.citizen-times.com/story/news/crime/2017/04/23/woman-charged-theft-guns/100814568/
"August 1, 2016",Florida,Jacksonville,Emerson Street and St Augustine Road,0,0,http://www.gunviolencearchive.org/incident/618602,http://callsforservice.jaxsheriff.org/
"August 1, 2016",Florida,Miami Gardens,Miami Gardens Drive and Northwest 5th Avenue,0,0,http://www.gunviolencearchive.org/incident/618618,http://www.nbcmiami.com/news/local/Police-Chase-in-NW-Miami-Dade-388846912.html
"August 1, 2016",Florida,Fort Myers,2974 Jackson Street,2,0,http://www.gunviolencearchive.org/incident/618473,http://www.nbc-2.com/story/32586075/police-identify-couple-in-fort-myers-murder-suicide
"August 1, 2016",Georgia,Roswell,885 Woodstock Road,2,0,http://www.gunviolencearchive.org/incident/619511,http://www.actionnewsjax.com/news/top-stories/roswell-pd-executes-search-warrant-at-home-in-connection-to-teens-murder/416403790
"August 1, 2016",Florida,Homosassa,7400 block of West Clearbrook Lane,0,0,http://www.gunviolencearchive.org/incident/619699,http://www.abcactionnews.com/news/region-citrus-hernando/robert-mozzicato-29-is-accused-of-opening-fire-in-a-homosassa-neighborhood
"August 1, 2016",Florida,Miami,8200 North Miami Avenue,0,1,http://www.gunviolencearchive.org/incident/619552,http://miami.cbslocal.com/2016/08/02/man-injured-in-miami-gas-station-shooting/
"August 1, 2016",Florida,Miami,Southwest 173rd Street and 103rd Avenue,0,1,http://www.gunviolencearchive.org/incident/619714,http://www.local10.com/news/crime/11-year-old-boy-injured-in-drive-by-shooting-in-southwest-miami-dade
"August 1, 2016",Florida,Bradenton,103 Cortez Road,0,0,http://www.gunviolencearchive.org/incident/619716,http://www.mysuncoast.com/news/man-trying-to-sell-gun-out-of-his-car-is/article_6d5727ba-5891-11e6-bdb8-3fc1da680822.html
