date,state,city_or_county,address,n_killed,n_injured,incident_url,source_url
"December 1, 2014",Vermont,Brandon,Forest Dale Road,0,0,http://www.gunviolencearchive.org/incident/274547,http://www.rutlandherald.com/article/20150106/THISJUSTIN/701069914/-1/thisjustin
"December 1, 2014",Michigan,Swartz Creek,Interstate 69 near Morrish Road,0,0,http://www.gunviolencearchive.org/incident/387884,http://www.mlive.com/news/flint/index.ssf/2015/08/man_allegedly_selling_marijuan.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+flint_journal_news+%28Flint+Journal+News+-+MLive.com%29
"December 1, 2014",Pennsylvania,York (county),N/A,0,0,http://www.gunviolencearchive.org/incident/884115,https://www.justice.gov/usao-mdpa/pr/york-county-man-sentenced-15-years-imprisonment-being-felon-possession-firearm
"December 1, 2014",Tennessee,Memphis,2491 Winchester Rd,0,0,http://www.gunviolencearchive.org/incident/273038,http://blog.tsa.gov/2015/01/tsa-week-in-review-43-loaded-firearms.html
"December 1, 2014",Utah,Ogden,1900 N 4700 W,0,0,http://www.gunviolencearchive.org/incident/227092,http://fox11online.com/2014/12/30/utah-teen-accused-of-school-shooting-plot-charged/
"December 1, 2014",Missouri,Springfield,516 W Meadowmere,0,0,http://www.gunviolencearchive.org/incident/226627,http://www.news-leader.com/story/news/crime/2014/12/02/parkview-student-charged-gun-bullets-found-campus/19785217/
"December 1, 2014",Louisiana,Baton Rouge,10650 Ave F,0,0,http://www.gunviolencearchive.org/incident/227051,http://www.wafb.com/story/27517777/two-8th-grade-students-arrested-for-unloaded-gun-on-campus
"December 1, 2014",Colorado,Yuma,S. Albany Street,1,0,http://www.gunviolencearchive.org/incident/226600,http://www.denverpost.com/news/ci_27049778/yuma-high-school-student-16-killed-apparent-accidental
"December 1, 2014",Georgia,Columbus,4328 Buena Vista Road,0,0,http://www.gunviolencearchive.org/incident/227146,http://www.ledger-enquirer.com/2014/12/12/3464327_police-family-dollar-gunman-wanted.html?sp=/99/100/&rh=1
"December 1, 2014",Florida,Orlando (Pine Hills),2722 N Pine Hills Rd,0,2,http://www.gunviolencearchive.org/incident/227279,http://www.orlandosentinel.com/news/breaking-news/os-drive-by-shooting-winn-dixie-20141202-story.html
"December 1, 2014",Texas,Houston,4002 Corder,1,0,http://www.gunviolencearchive.org/incident/226574,http://thepolicenews.net/default.aspx
"December 1, 2014",Texas,Mcallen,South McColl and Orangewood,0,1,http://www.gunviolencearchive.org/incident/226577,http://www.brownsvilleherald.com/news/local/article_046766c8-7974-11e4-84bd-b3b444b25b93.html
"December 1, 2014",Illinois,Millstadt,IL 163,0,0,http://www.gunviolencearchive.org/incident/261726,http://kplr11.com/2014/12/09/police-tactical-units-at-home-in-cahokia/
"December 1, 2014",District of Columbia,Washington,2400 block of Elvans Road SE,0,1,http://www.gunviolencearchive.org/incident/226669,https://twitter.com/DCPoliceDept/status/539299166556803072
"December 1, 2014",District of Columbia,Washington,Trinidad Avenue and Morse Street NE,0,0,http://www.gunviolencearchive.org/incident/226877,https://twitter.com/DCPoliceDept/status/539648061505798144
"December 1, 2014",Texas,Dallas,Malcolm X and Pine,0,1,http://www.gunviolencearchive.org/incident/226591,http://thepolicenews.net/default.aspx
"December 1, 2014",Texas,Beaumont,N/A,0,1,http://www.gunviolencearchive.org/incident/226606,http://thepolicenews.net/default.aspx
"December 1, 2014",Texas,San Antonio,1300 block of Coldwater Dr.,0,1,http://www.gunviolencearchive.org/incident/226400,http://sanantonio.cityandpress.com/node/8756753
"December 1, 2014",Georgia,Columbus,4006 Sixth Avenue,1,0,http://www.gunviolencearchive.org/incident/295648,http://www.ledger-enquirer.com/2014/12/02/3445248/man-dies-after-sixth-avenue-shooting.html
"December 1, 2014",Texas,Harris County,3300 block of Pebble Trace,1,0,http://www.gunviolencearchive.org/incident/226786,http://springhappenings.com/2014/12/1-dead-in-officer-involved-shooting-in-nw-harris-county/
"December 1, 2014",New York,Schenectady,Woolsey Street and Michigan Avenue,0,0,http://www.gunviolencearchive.org/incident/226676,http://www.timesunion.com/local/article/Schenectady-man-faces-felonies-in-two-unrelated-6431088.php
"December 1, 2014",South Carolina,Anderson,430 Brogan Avenue,1,0,http://www.gunviolencearchive.org/incident/226444,http://www.greenvilleonline.com/story/news/local/2015/01/21/friends-fatally-shot-man-regret-calling/22115075/
"December 1, 2014",Ohio,Whitehall,100 block of Beechford Road,1,0,http://www.gunviolencearchive.org/incident/226997,http://www.dispatch.com/content/stories/local/2014/12/06/columbus-police-man-fatally-shot-self-playing-russian-roulette.html
"December 1, 2014",New York,Binghamton,Rutherford Street,0,1,http://www.gunviolencearchive.org/incident/283192,http://www.pressconnects.com/story/news/local/2015/01/22/two-arrested-binghamton-home-invasion/22153875/
"December 1, 2014",Alabama,Tuscaloosa,13399 Alabama 69,0,2,http://www.gunviolencearchive.org/incident/227538,http://www.myfoxal.com/story/27519757/upset-dog-owner-shoots-himself-injures-his-son-at-tuscaloosa-vet-clinic
"December 1, 2014",New Jersey,Jersey City,Myrtle Avenue,0,1,http://www.gunviolencearchive.org/incident/227271,http://www.nj.com/hudson/index.ssf/2014/12/jersey_city_woman_says_was_forced_to_strip_beaten_and_had_a_shotgun_pointed_at_her.html#incart_river
"December 1, 2014",California,Fresno,Pleasant and Fedora,0,1,http://www.gunviolencearchive.org/incident/226819,http://www.fresnobee.com/2014/12/01/4264715/man-critically-wounded-in-fresno.html
"December 1, 2014",District of Columbia,Washington,N and 6th streets NW,0,2,http://www.gunviolencearchive.org/incident/226884,http://www.washingtonpost.com/local/crime/dc-police-investigate-several-shootings-in-southeast-northeast/2014/12/01/0f944b6a-7951-11e4-b821-503cc7efed9e_story.html
"December 1, 2014",Ohio,Toledo,4420 Airport Highway,0,1,http://www.gunviolencearchive.org/incident/226993,http://www.toledoblade.com/local/2014/12/01/1-person-reportedly-shot-in-Airport-Highway-apartment.html
"December 1, 2014",Illinois,Rockford,Elm Street and Stewart Avenue,0,1,http://www.gunviolencearchive.org/incident/226678,http://www.rrstar.com/article/20141201/NEWS/141209906/10447/NEWS
"December 1, 2014",Florida,Fort Lauderdale ,800 block of Northwest 16th Avenue,1,0,http://www.gunviolencearchive.org/incident/227291,http://www.nbcmiami.com/news/local/Man-Shot-and-Killed-in-Fort-Lauderdale-284455581.html
"December 1, 2014",Connecticut,Stamford,80 Spruce Street,0,0,http://www.gunviolencearchive.org/incident/226874,http://wtnh.com/2014/12/02/stamford-police-investigating-youth-rivalry-connected-shootings/
"December 1, 2014",Ohio,Lorain,West Erie Avenue,1,0,http://www.gunviolencearchive.org/incident/226991,http://fox8.com/2014/12/02/lorain-pizza-delivery-man-shot-and-killed/
"December 1, 2014",New York,Mattydale,106 East Molloy Road,0,1,http://www.gunviolencearchive.org/incident/226657,http://www.syracuse.com/news/index.ssf/2014/12/police_identify_mattydale_burglary_suspects_father_says_one_was_shot_in_head_ser.
"December 1, 2014",Florida,Tampa ,4206 Chestwood Court,1,0,http://www.gunviolencearchive.org/incident/227289,http://tbo.com/news/crime/tampa-police-id-teen-killed-in-monday-shooting-20141202/
"December 1, 2014",New Jersey,Linden,Jackson Avenue,0,0,http://www.gunviolencearchive.org/incident/226866,http://www.nj.com/union/index.ssf/2014/12/linden_police_arrest_two_for_gun_possession_after_shots_fired.html#incart_river
"December 1, 2014",Ohio,Dayton,100 block of Brooklyn Avenue,0,1,http://www.gunviolencearchive.org/incident/226986,http://www.whio.com/news/news/crime-law/police-investigate-shooting-on-brooklyn-avenue/njJkn/
"December 1, 2014",North Carolina,Charlotte,9900 block of Katelyn Drive ,1,0,http://www.gunviolencearchive.org/incident/226630,http://www.walb.com/story/27517514/police-investigating-possible-homicide-in-north-charlotte
"December 1, 2014",Florida,Orange County,5500 block of Clarcona Pointe Way ,1,0,http://www.gunviolencearchive.org/incident/227284,http://www.orlandosentinel.com/news/breaking-news/os-fatal-shooting-clarcona-groves-20141202-story.html
"December 1, 2014",Connecticut,New Haven,Main and Market Street,0,1,http://www.gunviolencearchive.org/incident/226858,http://wtnh.com/2014/12/01/new-haven-teenager-shot-during-attempted-robbery/
"December 1, 2014",Pennsylvania,Aliquippa,1200 block of Franklin Avenue,0,0,http://www.gunviolencearchive.org/incident/226977,http://www.post-gazette.com/local/west/2014/12/01/Man-shot-in-Aliquippa-2/stories/201412010189
"December 1, 2014",Missouri,Kansas City,3300 block of College Avenue,1,0,http://www.gunviolencearchive.org/incident/226604,http://www.kansascity.com/news/local/crime/article4225220.html
"December 1, 2014",New Jersey,Trenton,100 block of Passaic Street,0,1,http://www.gunviolencearchive.org/incident/227276,http://www.nj.com/mercer/index.ssf/2014/12/trenton_man_grazed_by_bullet_in_drive-by_shooting_in_west_ward.html#incart_river
"December 1, 2014",Illinois,Decatur,Walnut and Woodford,0,1,http://www.gunviolencearchive.org/incident/226838,http://www.illinoishomepage.net/story/d/story/shooting-linked-to-drug-deal/38525/2aLmLEcByE6erMi8Oz5Dzg
"December 1, 2014",Pennsylvania,Pittsburgh,1300-block of Manning Street,1,1,http://www.gunviolencearchive.org/incident/226975,http://pittsburgh.cbslocal.com/2014/12/01/police-probe-double-shooting-in-lincoln-lemington/
"December 1, 2014",Indiana,Indianapolis,3900 block of Candle Berry Drive,0,1,http://www.gunviolencearchive.org/incident/226593,http://www.indystar.com/story/news/crime/2014/12/01/teen-shot-found-lying-street-northeastside/19727361/
"December 1, 2014",New Jersey,Newark,Belmont Terrace,1,0,http://www.gunviolencearchive.org/incident/227273,http://www.nj.com/essex/index.ssf/2014/12/man_shot_and_killed_in_newark_monday_citys_7th_murder_in_as_many_days.html#incart_river
"December 1, 2014",Illinois,Chicago,700 block of East 67th Street,0,1,http://www.gunviolencearchive.org/incident/226821,http://chicagosuntimes.com/news/man-shot-in-woodlawn-3/
"December 1, 2014",Virginia,Cana,Wards Gap Road and Old Dominion Road,0,1,http://www.gunviolencearchive.org/incident/226969,http://www.wxii12.com/news/Man-found-shot-inside-car-in-Carroll-County-man-arrested/30016734
"December 1, 2014",Tennessee,Memphis,630 North Highland Street,0,1,http://www.gunviolencearchive.org/incident/226550,http://www.localmemphis.com/story/d/story/suspects-wanted-in-nail-salon-shooting/30213/xVsJRB9A50C0LrBebWxJBw
"December 1, 2014",Ohio,Columbus,Lexington and East 5th,0,0,http://www.gunviolencearchive.org/incident/226998,http://www.nbc4i.com/story/27518692/police-bullet-penetrated-bus-no-kids-injured
"December 1, 2014",Maryland,Baltimore,800 block of East 33rd Street,0,1,http://www.gunviolencearchive.org/incident/226898,http://www.wbaltv.com/news/2-men-injured-in-separate-baltimore-shootings/30009088
"December 1, 2014",Maryland,Baltimore,2800 block of Virginia Avenue,0,1,http://www.gunviolencearchive.org/incident/226896,http://www.wbaltv.com/news/2-men-injured-in-separate-baltimore-shootings/30009088
"December 1, 2014",Iowa,Davenport,405 E. Locust Street,0,0,http://www.gunviolencearchive.org/incident/227309,http://qctimes.com/news/local/davenport-police-investigate-shooting-incidents/article_d5ff818a-abee-536c-986e-950b1ab87b86.html
"December 1, 2014",New York,Niagara Falls,1600 block of Falls Street,0,1,http://www.gunviolencearchive.org/incident/226894,http://www.buffalonews.com/city-region/police-blotter/falls-man-35-shot-in-parked-minivan-20141202
"December 1, 2014",Louisiana,Shreveport ,3100 block of Lakeshore Drive,0,0,http://www.gunviolencearchive.org/incident/227058,http://www.ksla.com/story/27521121/shreveport-police-seek-carjacking-suspects
"December 1, 2014",Ohio,Muskingum County,5475 French Rd,1,0,http://www.gunviolencearchive.org/incident/226739,http://www.dispatch.com/content/stories/local/2014/12/02/Deer-hunter-killed.html
"December 1, 2014",Louisiana,Gonzales,11000 block of Martin Road ,0,1,http://www.gunviolencearchive.org/incident/227054,http://www.wafb.com/story/27517095/st-amant-man-arrested-for-home-invasion
"December 1, 2014",Michigan,Detroit,15100 block of Piedmont,2,1,http://www.gunviolencearchive.org/incident/226718,http://www.detroitnews.com/story/news/local/wayne-county/2014/12/01/rosedale-shooting/19731541/
"December 1, 2014",New Mexico,Albuquerque,Eubank and Innovation,0,0,http://www.gunviolencearchive.org/incident/227006,http://www.kob.com/article/stories/S3636071.shtml
"December 1, 2014",New York,Manhattan,17 West 45th Street,0,2,http://www.gunviolencearchive.org/incident/226696,http://nypost.com/2014/12/01/men-posing-as-buyers-steal-tourists-million-dollar-jewels/
"December 1, 2014",North Carolina,Winston-Salem,4404 Old Rural Hall Road,0,0,http://www.gunviolencearchive.org/incident/226706,http://www.wxii12.com/news/Police-Shots-fired-as-man-runs-into-Winston-Salem-business/29999106
"December 1, 2014",Ohio,Cleveland,5300 Riverside Dr,0,0,http://www.gunviolencearchive.org/incident/259599,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",Virginia,Richmond,1 Richard E Byrd Terminal Dr,0,0,http://www.gunviolencearchive.org/incident/259607,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",Virginia,Richmond,1 Richard E Byrd Terminal Dr,0,0,http://www.gunviolencearchive.org/incident/259608,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",South Carolina,Charleston,5500 International Blvd,0,0,http://www.gunviolencearchive.org/incident/259614,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",New Jersey,Edison,Woodbridge Avenue,0,0,http://www.gunviolencearchive.org/incident/259615,http://www.nj.com/middlesex/index.ssf/2014/12/5_arrested_with_drugs_hollow-point_bullets_edison_cops_say.html#incart_river
"December 1, 2014",Texas,Harris County,16100 block of Mickleham,0,1,http://www.gunviolencearchive.org/incident/226493,http://thepolicenews.net/default.aspx?act=Newsletter.aspx&category=News+1-2&newsletterid=51239&menugroup=Home
"December 1, 2014",North Carolina,Kinston,100 South Adkin Street,0,0,http://www.gunviolencearchive.org/incident/268344,http://www.witn.com/news/crime/headlines/Kinston-Police-investigate-two-Monday-evening-shootings-284414391.html
"December 1, 2014",North Carolina,Kinston,Charlotte Avenue and Jackson Lane,0,0,http://www.gunviolencearchive.org/incident/268345,http://www.witn.com/news/crime/headlines/Kinston-Police-investigate-two-Monday-evening-shootings-284414391.html
"December 1, 2014",Florida,Panama City,6300 W Bay Pkwy,0,0,http://www.gunviolencearchive.org/incident/259619,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",Florida,Tampa,4100 George J Bean Pkwy,0,0,http://www.gunviolencearchive.org/incident/259620,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",Texas,Midland,9506 La Force Blvd,0,0,http://www.gunviolencearchive.org/incident/259621,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",Indiana,Richmond,904 South 8th Street,0,1,http://www.gunviolencearchive.org/incident/226233,http://www.pal-item.com/story/news/crime/2016/07/07/lawyers-recklessness-not-intent-shooting/86793952/
"December 1, 2014",Illinois,Peoria,3440 W Oakcrest Dr,0,0,http://www.gunviolencearchive.org/incident/267178,http://www.pjstar.com/article/20141221/NEWS/141229921/1998/NEWS
"December 1, 2014",West Virginia,Monongalia County,465 Sunset Beach Rd,5,0,http://www.gunviolencearchive.org/incident/226466,http://www.wdtv.com/wdtv.cfm
"December 1, 2014",Massachusetts,Yarmouth,18 Scrimshaw Lane,0,0,http://www.gunviolencearchive.org/incident/226621,http://www.capecodtimes.com/article/20150313/NEWS/150319694/101015
"December 1, 2014",Missouri,Vernon (county),N/A,0,0,http://www.gunviolencearchive.org/incident/706675,https://www.fbi.gov/contact-us/field-offices/kansascity/news/press-releases/five-southwest-missouri-residents-indicted-for-meth-illegal-firearms
"December 1, 2014",New York,Moriah,Bartlett Pond Road,0,1,http://www.gunviolencearchive.org/incident/226886,http://www.wcax.com/story/27828482/moriah-man-arrested-for-hunting-accident
"December 1, 2014",Ohio,Toledo,700 block of Woodstock Avenue,0,1,http://www.gunviolencearchive.org/incident/226418,http://www.toledoblade.com/Police-Fire/2015/10/02/Man-sentenced-to-7-years-for-shooting-woman.html
"December 1, 2014",Arkansas,Little Rock,12908 Quail Creek Road,0,2,http://www.gunviolencearchive.org/incident/261154,http://www.arkansasonline.com/news/2014/dec/02/lr-man-shot-attempted-robbery/?f=crime
"December 1, 2014",Arkansas,Little Rock,San Luis Boulevard,1,0,http://www.gunviolencearchive.org/incident/261174,http://www.katv.com/story/27543278/third-suspect-arrested-in-pulaski-county-murder
"December 1, 2014",New York,Buffalo,1 block of Rother Avenue,1,0,http://www.gunviolencearchive.org/incident/226648,http://www.wkbw.com/news/police-blotter/man-killed-by-gunfire-tied-to-separate-shooting
"December 1, 2014",South Carolina,Greer,2000 GSP Dr,0,0,http://www.gunviolencearchive.org/incident/259747,http://blog.tsa.gov/2014/12/tsa-week-in-review-30-loaded-firearms.html
"December 1, 2014",Florida,Boynton Beach,Mobil Gas Station on Hypoluxo Road and North Seacrest Blvd.,0,2,http://www.gunviolencearchive.org/incident/260697,http://www.wptv.com/news/region-s-palm-beach-county/boynton-beach/police-investigate-shooting-in-boynton-beach
"December 1, 2014",Florida,Gainesville,4915 SW 63rd Court,0,0,http://www.gunviolencearchive.org/incident/249044,http://www.gainesville.com/article/20141202/ARTICLES/141209953/1150/news09?Title=Man-arrested-on-multiple-charges-after-neighbors-report-gunshots
"December 1, 2014",South Carolina,Rembert,N/A,1,0,http://www.gunviolencearchive.org/incident/227078,http://www.abcnews4.com/story/27536639/2-men-charged-in-shooting-death-of-rembert-man
"December 1, 2014",Tennessee,Jackson,Highway 45 Bypass and Old Hickory Boulevard,0,0,http://www.gunviolencearchive.org/incident/226544,http://www.wbbjtv.com/news/local/Woman-faces-gun-drug-charges-after-traffic-stop-284379281.html
"December 1, 2014",Alaska,Wasilla,Trunk and Palmer-Wasilla,0,1,http://www.gunviolencearchive.org/incident/226802,http://www.adn.com/article/20141202/troopers-investigating-wasilla-shootings-home-invasions
"December 1, 2014",North Carolina,Charlotte,Equipment Drive,0,1,http://www.gunviolencearchive.org/incident/226955,http://www.wsoctv.com/news/news/local/police-search-gunman-after-shooting-sunset-inn/njKDh/
"December 1, 2014",Tennessee,Knoxville,4600 block of Jay Way ,0,1,http://www.gunviolencearchive.org/incident/226519,http://www.wate.com/story/27514053/knoxville-police-officer-recovering-in-hospital-after-accidental-shooting
"December 1, 2014",Maryland,Baltimore,2300 block of Harford Road.,0,1,http://www.gunviolencearchive.org/incident/227256,http://www.wbaltv.com/news/2-men-injured-in-separate-city-shootings/30018426
"December 1, 2014",South Carolina,Ravenel,Willtown Road,0,1,http://www.gunviolencearchive.org/incident/226800,http://www.abcnews4.com/story/27517336/gunshot-victim-shows-up-at-fire-station-in-ravenel
"December 1, 2014",North Carolina,Charlotte,7300 block of Rosecroft Drive,0,1,http://www.gunviolencearchive.org/incident/226948,http://www.walb.com/story/27527622/officer-involved-shooting-highlights-importance-of-body-cameras
"December 1, 2014",Texas,Dallas,N/A,0,0,http://www.gunviolencearchive.org/incident/226504,http://www.wfaa.com/story/news/crime/2014/11/28/dallas-police-officer-investigated-for-gun-smuggling/19646543/
"December 1, 2014",Maryland,Baltimore,1600 block of Olmstead Street,0,1,http://www.gunviolencearchive.org/incident/227245,http://www.wbaltv.com/news/2-men-injured-in-separate-city-shootings/30018426
"December 1, 2014",Texas,Midland,N/A,1,0,http://www.gunviolencearchive.org/incident/226788,http://www.ksat.com/content/pns/ksat/news/2014/12/02/tx-police-shooting-machete.html
"December 1, 2014",Oklahoma,Oklahoma City,NW 12th and Rockwell,1,2,http://www.gunviolencearchive.org/incident/226938,http://www.news9.com/story/27526602/okc-police-identify-suspect-officers-involved-in-traffic-stop-shootout
"December 1, 2014",Oregon,Troutdale,23rd and SE Lewellyn,0,0,http://www.gunviolencearchive.org/incident/226442,http://www.katu.com/news/local/Shots-fired-in-Troutdale-neighborhood-person-in-custody-284332321.html
"December 1, 2014",New York,Brooklyn,Pitkin and Montauk Avenue,0,1,http://www.gunviolencearchive.org/incident/227186,http://nypost.com/2014/12/03/daily-blotter-362/
"December 1, 2014",California,Beverly Hills,360 N. Rodeo Drive,0,1,http://www.gunviolencearchive.org/incident/226751,http://ktla.com/2014/12/01/beverly-hills-police-shoot-man-inside-rodeo-drive-hotel-after-bank-robbery/
"December 1, 2014",Maryland,Baltimore,7100 block of Harford Road,0,1,http://www.gunviolencearchive.org/incident/226912,https://twitter.com/BaltimorePolice/status/539603344583847936
"December 1, 2014",California,Los Angeles,E. 54th Street ,1,0,http://www.gunviolencearchive.org/incident/226433,http://www.presstelegram.com/general-news/20141201/man-fatally-shot-while-riding-bike-in-los-angeles
"December 1, 2014",Tennessee,Nashville,Rains Avenue ,0,1,http://www.gunviolencearchive.org/incident/227178,http://www.wsmv.com/story/27534857/police-track-down-suspect-in-south-nashville-shooting
"December 1, 2014",Kentucky,Louisville,300 block of North 25th Street,0,1,http://www.gunviolencearchive.org/incident/226749,http://www.whas11.com/story/news/local/2014/12/01/metrosafe-one-person-shot-injured-in-portland-neighborhood/19760419/
"December 1, 2014",New York,Hicksville,Straw Lane,0,0,http://www.gunviolencearchive.org/incident/226902,http://newyork.cbslocal.com/2014/12/01/2-l-i-schools-placed-on-lockdown-when-police-find-man-with-gun-to-own-head/
"December 1, 2014",Ohio,Toledo,1260 W. Alexis Rd,0,1,http://www.gunviolencearchive.org/incident/226420,http://www.toledoblade.com/Police-Fire/2014/12/01/2-women-shot-in-separate-incidents-Sunday.html
"December 1, 2014",Georgia,Columbus,3846 St. Mary's Road,0,0,http://www.gunviolencearchive.org/incident/227149,http://www.ledger-enquirer.com/2014/12/02/3445660/holly-hills-beverage-shop-robbed.html
"December 1, 2014",Minnesota,Eagan,3800 block of Ballantrae Road,0,2,http://www.gunviolencearchive.org/incident/226747,http://kstp.com/news/stories/S3636254.shtml
"December 1, 2014",Virginia,Portsmouth,1500 block of Rodman Avenue.,0,1,http://www.gunviolencearchive.org/incident/226900,http://wtkr.com/2014/12/01/shooting-under-investigating-in-norfolk/
"December 1, 2014",Ohio,Cincinnati,2900 block of Monfort Street,0,1,http://www.gunviolencearchive.org/incident/226394,http://www.wlwt.com/news/robbers-take-mans-car-money-shoot-him-several-times/29998610
"December 2, 2014",Michigan,Flint,Orchard Lane,0,3,http://www.gunviolencearchive.org/incident/227422,http://www.mlive.com/news/flint/index.ssf/2014/12/man_shot_in_the_leg_after_wres.html
"December 2, 2014",Arkansas,Widener,N/A,0,1,http://www.gunviolencearchive.org/incident/284726,http://thnews.com/2014/12/04/teen-shoots-foot-during-hunting-trip/
